Module,TXT,RO,DATA,BSS,TOTAL,FatalCount,F3Count
apps_proc/core/wiredconnectivity/hsusb/driver/src/adapt_layers/hsu_al_task.c,1240,183,12,3016,4455,0,8
apps_proc/core/wiredconnectivity/hsusb/driver/src/adapt_layers/hsu_al_bam_utils.c,3458,952,192,328,4932,0,27
apps_proc/core/wiredconnectivity/hsusb/driver/src/adapt_layers/hsu_al_ser_base.c,7408,1039,4,512,8963,0,46
apps_proc/core/wiredconnectivity/hsusb/driver/src/adapt_layers/qapi_usb.c,1658,314,0,376,2350,0,14
apps_proc/core/wiredconnectivity/hsusb/driver/src/common/hsu_conf_sel_comp_utils.c,222,3894,1,0,4131,0,0
apps_proc/core/wiredconnectivity/hsusb/driver/src/common/hsu_conf_sel_nv.c,1410,1153,480,2066,5119,0,10
apps_proc/core/wiredconnectivity/hsusb/driver/src/common/hsu_event_notifier.c,142,0,2,80,228,0,0
apps_proc/core/wiredconnectivity/hsusb/driver/src/common/9205/hsu_platform.c,460,180,204,16,866,0,9
apps_proc/core/wiredconnectivity/hsusb/driver/src/common/9205/hsu_mdm_apis.c,578,286,0,0,868,0,3
apps_proc/core/wiredconnectivity/hsusb/driver/src/common/9205/hsu_clkmgr.c,2124,427,4,52,2613,0,30
apps_proc/core/wiredconnectivity/hsusb/driver/src/common/9205/hsu_lpm_snps.c,2124,655,4,36,2827,0,8
apps_proc/core/wiredconnectivity/hsusb/driver/src/common/hsu_config_selector.c,2308,346,3,30,2703,0,30
apps_proc/core/wiredconnectivity/hsusb/driver/src/common/hsu_conf_sel_core_config.c,116,60,32,0,212,0,1
apps_proc/core/wiredconnectivity/hsusb/driver/src/common/hsu_conf_sel_stack_utils.c,2590,374,156,232,3354,0,22
apps_proc/core/wiredconnectivity/hsusb/driver/src/common/hsu_boot_dload.c,150,27,0,0,183,0,1
apps_proc/core/wiredconnectivity/hsusb/driver/src/common/hsu_bam_sm.c,2262,377,240,28,2915,0,21
apps_proc/core/wiredconnectivity/hsusb/driver/src/common/hsu_modem_proc_services.c,76,0,140,0,216,0,0
apps_proc/core/wiredconnectivity/hsusb/driver/src/common/hsu_no_ecm_bam_sm.c,1664,256,240,28,2188,0,15
apps_proc/core/wiredconnectivity/hsusb/driver/src/common/hsu_timer.c,610,129,4,8064,8807,0,10
apps_proc/core/wiredconnectivity/hsusb/driver/src/common/hsu_bus_mode_notifier.c,390,34,1,200,625,0,1
apps_proc/core/wiredconnectivity/hsusb/driver/src/common/hsu_vendor_specific.c,54,0,4,0,64,0,0
apps_proc/core/wiredconnectivity/hsusb/driver/src/common/hsu_vregmgr_npa.c,786,226,12,12,1040,0,9
apps_proc/core/wiredconnectivity/hsusb/driver/src/common/hsu_phy_utils.c,986,257,4,0,1247,0,11
apps_proc/core/wiredconnectivity/hsusb/driver/src/common/hsu_lpm_gpio.c,572,244,8,32,858,0,7
apps_proc/core/wiredconnectivity/hsusb/driver/src/common/hsu_log.c,6454,3322,904,16,10696,0,110
apps_proc/core/wiredconnectivity/hsusb/driver/src/common/hsu_hal_helper.c,0,0,4,0,4,0,0
apps_proc/core/wiredconnectivity/hsusb/driver/src/hsu_diag/hsu_health_diag.c,436,185,24,0,651,0,13
apps_proc/core/wiredconnectivity/hsusb/driver/src/core_config/9205/hsu_core_config_target.c,4,0,4,0,8,0,0
apps_proc/core/wiredconnectivity/hsusb/driver/src/core_config/hsu_core_config.c,106,0,12,0,118,0,0
apps_proc/core/wiredconnectivity/hsusb/driver/src/os_abstract/hsu_qurt_util.c,52,0,0,0,52,0,0
apps_proc/core/wiredconnectivity/hsusb/driver/src/os_abstract/rex/hsu_os_abstract_sync.c,2872,527,24,336,3761,0,39
apps_proc/core/wiredconnectivity/hsusb/driver/src/os_abstract/rex/hsu_os_abstract_stdlib.c,66,0,0,0,70,0,0
apps_proc/core/wiredconnectivity/hsusb/driver/src/os_abstract/rex/hsu_os_abstract_main.c,78,4,2,0,88,0,0
apps_proc/core/wiredconnectivity/hsusb/driver/src/os_abstract/rex/hsu_os_abstract_bus.c,6638,1423,426,2060,10585,0,69
apps_proc/core/wiredconnectivity/hsusb/driver/src/os_abstract/rex/hsu_os_abstract_mem.c,4,0,0,0,4,0,0
apps_proc/core/wiredconnectivity/hsusb/classes/src/jslave/fd/cdc/ecm_fd.c,2816,297,1,0,3126,0,27
apps_proc/core/wiredconnectivity/hsusb/classes/src/jslave/fd/cdc/acm_fd.c,2866,262,0,0,3134,0,38
apps_proc/core/wiredconnectivity/hsusb/classes/src/jslave/fd/cdc/cdc_fd.c,8384,636,0,0,9026,0,49
apps_proc/core/wiredconnectivity/hsusb/classes/src/jslave/fd/cdc/obex_fd.c,632,34,0,0,670,0,5
apps_proc/core/wiredconnectivity/hsusb/core/src/jos/jos_entry.c,804,51,8,0,865,0,8
apps_proc/core/wiredconnectivity/hsusb/core/src/jos/jos_mem.c,4466,914,196,192,5774,0,49
apps_proc/core/wiredconnectivity/hsusb/core/src/jos/jos_sync.c,2036,334,8,72,2456,0,21
apps_proc/core/wiredconnectivity/hsusb/core/src/jos/jos_device.c,492,182,0,0,680,0,12
apps_proc/core/wiredconnectivity/hsusb/core/src/jos/debug_init.c,404,0,0,241,651,0,0
apps_proc/core/wiredconnectivity/hsusb/core/src/jos/jinit.c,140,18,8,0,166,0,1
apps_proc/core/wiredconnectivity/hsusb/core/src/jos/jos_driver.c,1606,113,44,12,1787,0,11
apps_proc/core/wiredconnectivity/hsusb/core/src/jos/jos_bus.c,270,145,0,0,419,0,4
apps_proc/core/wiredconnectivity/hsusb/core/src/jslave/core/jslave_init.c,72,0,0,0,72,0,0
apps_proc/core/wiredconnectivity/hsusb/core/src/jslave/core/jusb_chp9.c,9008,767,85,0,9864,0,29
apps_proc/core/wiredconnectivity/hsusb/core/src/jslave/core/jusb_core.c,11570,1425,8,0,13009,0,73
apps_proc/core/wiredconnectivity/hsusb/core/src/jslave/dcd/dcd_snps.c,9276,1655,252,108,11301,0,69
apps_proc/core/wiredconnectivity/hsusb/core/src/jslave/dcd/dcd_snps_cmd_evt.c,800,131,0,0,931,0,2
apps_proc/core/wiredconnectivity/hsusb/core/src/jslave/dcd/dcd_snps_xfers.c,9062,992,1,0,10057,0,66
apps_proc/core/wiredconnectivity/hsusb/core/src/jslave/dcd/dcd_snps_intr.c,3688,655,0,0,4343,0,17
apps_proc/core/wiredconnectivity/hsusb/core/src/jslave/dcd/dcd_snps_eps.c,4524,618,34,32,5214,0,33
apps_proc/core/wiredconnectivity/hsusb/core/src/jslave/dcd/dcd_snps_config.c,896,141,0,0,1037,0,7
apps_proc/core/wiredconnectivity/hsusb/hal/src/9205/HAL_hsusb_target.c,4,0,0,0,4,0,0
apps_proc/core/wiredconnectivity/hsusb/hal/src/HAL_hsusb_MDM9x06.c,40,0,0,0,44,0,0
apps_proc/core/wiredconnectivity/hsusb/hal/src/HAL_hsusb_impl_p3q3r50.c,1294,0,0,0,1294,0,0
apps_proc/core/wiredconnectivity/hsusb/hal/src/HAL_hsusb_impl_p3q2r13.c,318,0,0,0,318,0,0
apps_proc/core/wiredconnectivity/hsusb/hal/src/HAL_hsusb_impl_3r0.c,364,0,0,0,364,0,0
apps_proc/core/wiredconnectivity/hsusb/hal/src/HAL_hsusb_impl_2r10.c,62,0,0,0,62,0,0
apps_proc/core/wiredconnectivity/hsusb/hal/src/HAL_hsusb_impl_2r9.c,16,0,0,0,16,0,0
apps_proc/core/wiredconnectivity/hsusb/hal/src/HAL_hsusb_impl_2r8.c,442,0,0,0,442,0,0
apps_proc/core/wiredconnectivity/hsusb/hal/src/HAL_hsusb_impl_ChipIdea.c,348,0,0,0,348,0,0
apps_proc/core/wiredconnectivity/hsusb/hal/src/HAL_hsusb_impl_Default.c,848,0,0,0,848,0,0
apps_proc/core/wiredconnectivity/hsusb/hal/src/HAL_hsusb_impl.c,2566,0,24,964,3554,0,0
apps_proc/core/memory/dsm/src/dsmutil.c,1100,0,0,0,1100,0,6
apps_proc/core/memory/dsm/src/dsm_pool.c,984,101,0,0,1087,0,10
apps_proc/core/memory/dsm/src/dsm.c,3922,220,0,0,4142,0,31
apps_proc/core/memory/dsm/src/dsm_lock.c,76,0,0,0,76,0,0
apps_proc/core/memory/dsm/src/dsmi.c,542,157,13,0,720,0,15
apps_proc/core/memory/dsm/src/dsm_init.c,304,0,0,136752,137056,0,0
apps_proc/core/memory/dsm/src/dsm_queue.c,1810,282,0,0,2092,0,42
apps_proc/core/power/npa/src/framework/npa_transaction.c,18,0,4,0,22,0,0
apps_proc/core/power/npa/src/framework/npa_event.c,5594,1199,0,0,6795,0,88
apps_proc/core/power/npa/src/framework/npa_resource.c,2740,1027,4,0,3773,0,28
apps_proc/core/power/npa/src/framework/npa.c,702,186,72,232,1212,0,16
apps_proc/core/power/npa/src/framework/npa_plugins.c,1574,284,0,0,1862,0,3
apps_proc/core/power/npa/src/framework/npa_list.c,472,41,0,0,515,0,3
apps_proc/core/power/npa/src/framework/npa_log.c,612,20,0,0,636,0,1
apps_proc/core/power/npa/src/framework/npa_query.c,490,52,0,0,542,0,4
apps_proc/core/power/npa/src/framework/npa_lockless_mode.c,48,26,68,0,146,0,0
apps_proc/core/power/npa/src/framework/npa_graph.c,7062,1406,492,0,8972,0,88
apps_proc/core/power/npa/src/framework/npa_client.c,3474,2661,0,0,6137,0,29
apps_proc/core/power/npa/src/remote/npa_remote_rpm_protocol.c,1372,364,192,32,1964,0,1
apps_proc/core/power/npa/src/remote/npa_remote_resource.c,592,226,0,0,822,0,10
apps_proc/core/power/npa/hw/npa_target_routines.c,10,0,0,0,10,0,0
apps_proc/core/power/npa/hw/npa_target_config.c,4,0,72,0,76,0,0
apps_proc/core/power/utils/os/qurt/CoreMutexImpl.c,110,36,16,0,162,0,2
apps_proc/core/power/utils/os/qurt/CoreThreadImpl.c,26,0,0,0,30,0,0
apps_proc/core/power/utils/src/CoreHeap.c,14,0,0,0,18,0,0
apps_proc/core/power/utils/src/CoreMutex.c,202,42,32,0,276,0,3
apps_proc/core/power/utils/src/CoreObjectQueue.c,858,198,0,128,1188,0,18
apps_proc/core/power/utils/src/CorePool.c,844,181,0,0,1027,0,17
apps_proc/core/power/utils/src/CoreEventNotification.c,616,44,0,0,660,0,2
apps_proc/core/power/utils/src/CoreConfig.c,158,43,0,0,211,0,3
apps_proc/core/power/utils/build/apps_proc/cortex-a7/ACENAAKZ/src/CoreAtomicOps.o.i,64,0,0,0,64,0,0
apps_proc/core/power/rpm/client/rpmclient.c,3274,393,21,200,3900,0,27
apps_proc/core/power/rpm/client/rpm_mq.c,1898,231,8,0,2143,0,7
apps_proc/core/power/rpm/client/rpm_resource.c,1560,75,0,0,1637,0,6
apps_proc/core/power/rpm/client/rpm_wire.c,544,139,8,0,693,0,6
apps_proc/core/power/rpm/client/rpm_events.c,122,23,24,0,175,0,1
apps_proc/core/power/rpm/common/kvp.c,436,36,0,0,480,0,3
apps_proc/core/power/rpm/common/inmap.c,1648,18,0,0,1666,0,1
apps_proc/core/power/rpm/common/bytearray.c,434,82,0,0,516,0,7
apps_proc/core/power/rpm/common/inq.c,424,36,0,0,468,0,3
apps_proc/core/power/sleep/src/os/l4/sleep_os.c,2194,779,64,0,3039,0,16
apps_proc/core/power/sleep/src/solver/sleep_solver.c,80,25,8,0,115,0,1
apps_proc/core/power/sleep/src/solver/lookup_table_solver.c,1382,331,36,0,1759,0,8
apps_proc/core/power/sleep/src/npa_nodes/sleep_npa.c,1312,287,80,32,1721,0,0
apps_proc/core/power/sleep/src/npa_nodes/sleep_lpr.c,510,229,80,0,821,0,9
apps_proc/core/power/sleep/src/npa_nodes/sleep_idle_plugin.c,414,300,104,0,818,0,0
apps_proc/core/power/sleep/src/npa_nodes/node_definition_cpu_vdd.c,46,46,80,0,176,0,0
apps_proc/core/power/sleep/src/npa_nodes/node_definition_vdd_dig.c,52,50,80,0,186,0,0
apps_proc/core/power/sleep/src/statistics/sleep_statsi.c,666,421,4,0,1093,0,7
apps_proc/core/power/sleep/src/statistics/sleep_stats.c,280,74,8,40,406,0,6
apps_proc/core/power/sleep/src/log/sleep_log.c,326,22,8,0,356,0,1
apps_proc/core/power/sleep/src/log/single_core/sleep_log_internal.c,6,79,60,20,179,0,0
apps_proc/core/power/sleep/src/sleep_target.c,456,45,56,80,639,0,3
apps_proc/core/power/sleep/src/sleep_holdoff_rcinit.c,72,33,4,0,111,0,1
apps_proc/core/power/sleep/src/compiler/CLprm.c,3026,432,4,0,3462,0,30
apps_proc/core/power/sleep/src/compiler/CLprRegistry.c,1738,447,12,0,2199,0,22
apps_proc/core/power/sleep/src/compiler/CLpr.c,318,87,0,0,407,0,8
apps_proc/core/power/sleep/src/compiler/sleep_client.c,562,157,0,0,721,0,5
apps_proc/core/power/sleep/src/config/sleep_config.c,132,25,0,0,159,0,1
apps_proc/core/power/sleep/src/lpr/lpr_definition_cpu_vdd.c,386,65,12,0,469,0,4
apps_proc/core/power/sleep/src/lpr/lpr_definition_cxo.c,8,0,0,0,8,0,0
apps_proc/core/power/sleep/src/lpr/lpr_definition_rpm_sync.c,206,56,16,0,286,0,3
apps_proc/core/power/sleep/src/lpr/lpr_definition_vdd_dig.c,76,0,8,0,84,0,0
apps_proc/core/power/sleep/build/apps_proc/cortex-a7/ACENAAKZ/lpr/SleepLPR_lookup_table.c,0,16,32,0,48,0,0
apps_proc/core/power/sleep/build/apps_proc/cortex-a7/ACENAAKZ/lpr/SleepLPR_synth_modes.c,0,128,268,0,412,0,0
apps_proc/core/power/sleep/build/apps_proc/cortex-a7/ACENAAKZ/lpr/SleepLPR_data.c,0,16,732,0,780,0,0
apps_proc/core/power/mpm/src/os/default/mpmint_os.c,706,270,16,0,992,0,11
apps_proc/core/power/mpm/src/mpmint.c,938,475,0,0,1419,0,3
apps_proc/core/power/mpm/src/mpmint_log.c,112,33,8,0,159,0,2
apps_proc/core/power/mpm/src/asic/9205/mpmint_map.c,14,4,512,0,534,0,0
apps_proc/core/power/mpm/src/hal/HALmpmint.c,1088,0,0,32,1120,0,0
apps_proc/core/power/mpm/src/hal/HALmpmintIPC.c,62,35,4,0,103,0,2
apps_proc/core/power/mpm/src/hal/asic/9205/HALmpmintTable.c,0,0,192,0,192,0,0
apps_proc/core/power/mpm/src/mpm_utils.c,12,0,0,0,12,0,0
apps_proc/core/power/dcvs/src/common/dcvs_npa.c,1326,135,8,0,1471,0,10
apps_proc/core/power/dcvs/src/common/dcvs_core.c,1190,254,4,0,1456,0,8
apps_proc/core/power/dcvs/src/common/cpu_monitor.c,626,249,4,0,885,0,1
apps_proc/core/power/dcvs/src/common/dcvs_nv.c,678,0,0,0,678,0,0
apps_proc/core/power/dcvs/src/common/algorithms/disabled.c,88,33,32,0,159,0,1
apps_proc/core/power/dcvs/src/common/algorithms/classic.c,1420,320,36,0,1784,0,5
apps_proc/core/power/dcvs/src/common/algorithms/fixed.c,72,56,32,0,168,0,1
apps_proc/core/power/dcvs/src/common/algorithms/requests.c,88,42,32,0,170,0,1
apps_proc/core/power/dcvs/src/os/tx/dcvs_kernel.c,470,24,4,32,538,0,1
apps_proc/core/power/dcvs/src/os/tx/dcvs_nv_os.c,466,0,0,0,466,0,0
apps_proc/core/power/dcvs/src/tgt/9205/apps/dcvs_target.c,222,281,128,44,689,0,2
apps_proc/core/power/dcvs/src/tgt/9205/apps/dcvs_clkstub.c,12,0,72,0,84,0,0
apps_proc/core/power/thermal-engine/src/os/tx/therm_os.c,268,13,24,64,369,0,0
apps_proc/core/power/thermal-engine/src/thermal_monitor.c,3348,276,36,5888,9554,0,1
apps_proc/core/power/thermal-engine/src/thermal_monitor-data.c,82,59,13820,0,13971,0,1
apps_proc/core/power/thermal-engine/src/thermal_config.c,7024,449,264,2048,9785,0,0
apps_proc/core/power/thermal-engine/src/devices/devices.c,298,140,180,0,624,0,0
apps_proc/core/power/thermal-engine/src/devices/devices_manager.c,1786,405,8,64,2263,0,0
apps_proc/core/power/thermal-engine/src/devices/devices_actions.c,1622,129,52,256,2059,0,0
apps_proc/core/power/thermal-engine/src/devices/devices-qmi.c,2332,574,576,0,3494,0,0
apps_proc/core/power/thermal-engine/src/sensors/sensors_manager.c,2094,317,16,64,2495,0,1
apps_proc/core/power/thermal-engine/src/sensors/sensors-9205.c,380,157,392,0,943,0,0
apps_proc/core/power/thermal-engine/src/sensors/sensors-tsens.c,814,147,12,64,1037,0,0
apps_proc/core/power/thermal-engine/src/sensors/sensors-adc.c,316,45,8,64,437,0,0
apps_proc/core/power/thermal-engine/src/therm_log.c,298,94,24,16,440,0,0
apps_proc/core/power/thermal-engine/src/thermal_util.c,336,43,52,0,431,0,0
apps_proc/core/hwengines/bam/bam.c,10646,3644,24,64,14382,0,0
apps_proc/core/hwengines/bam/debug/bam_debug.c,986,136,4,496,1622,0,0
apps_proc/core/hwengines/bam/debug/bamcore_debug.c,938,0,0,0,938,0,0
apps_proc/core/hwengines/bam/9205/bamtgtcfg.c,116,0,8,0,124,0,0
apps_proc/core/hwengines/bam/core4/bamcore.c,2104,66,0,0,2174,0,0
apps_proc/core/hwengines/bam/bamosal.c,874,0,28,0,902,0,0
apps_proc/core/hwengines/bam/build/apps_proc/cortex-a7/ACENAAKZ/9205_xml/9205/9205_devcfg_bamconfig_props.c,0,168,0,0,168,0,0
apps_proc/core/hwengines/adc/qapi/src/qapi_adc.c,1036,0,1,104,1147,0,0
apps_proc/core/hwengines/adc/dal/src/DalAdcFwk.c,292,44,200,0,536,0,0
apps_proc/core/hwengines/adc/dal/src/DalAdc.c,1060,0,4,1032,2096,0,0
apps_proc/core/hwengines/adc/dal/src/DalAdcInfo.c,0,12,4,0,16,0,0
apps_proc/core/hwengines/adc/devices/vadc/src/DalVAdcFwk.c,244,48,3416,0,3708,0,0
apps_proc/core/hwengines/adc/devices/vadc/src/DalVAdc.c,3600,0,0,0,3600,0,0
apps_proc/core/hwengines/adc/devices/vadc/src/VAdcDiag.c,112,0,0,0,112,0,0
apps_proc/core/hwengines/adc/devices/vadc/src/VAdcHal.c,1588,35,0,0,1625,0,0
apps_proc/core/hwengines/adc/devices/vadc/src/VAdcLog.c,830,149,0,0,985,0,12
apps_proc/core/hwengines/adc/devices/vadc/src/DalVAdcInfo.c,0,12,0,0,12,0,0
apps_proc/core/hwengines/adc/devices/common/src/AdcScalingUtil.c,466,0,0,0,466,0,0
apps_proc/core/hwengines/adc/build/apps_proc/cortex-a7/ACENAAKZ/9205_xml/9205/9205_devcfg_AdcBsp.c,0,63,0,0,73,0,0
apps_proc/core/hwengines/adc/build/apps_proc/cortex-a7/ACENAAKZ/9205_xml/9205/9205_devcfg_VAdcBsp.c,0,2256,0,0,2272,0,0
apps_proc/core/hwengines/tsens/dal/v1/DALTsensFwk.c,306,60,116,0,482,0,0
apps_proc/core/hwengines/tsens/dal/v1/DALTsens.c,2524,0,4,808,3336,0,0
apps_proc/core/hwengines/tsens/dal/v1/TsensiConversion.c,480,0,16,80,576,0,0
apps_proc/core/hwengines/tsens/dal/v1/DALTsensInfo.c,0,12,4,0,16,0,0
apps_proc/core/hwengines/tsens/qapi/src/qapi_tsens.c,712,0,1,80,799,0,0
apps_proc/core/hwengines/tsens/hal/9205/HALtsens.c,1266,0,8,0,1274,0,0
apps_proc/core/hwengines/tsens/build/apps_proc/cortex-a7/ACENAAKZ/9205_xml/9205/9205_devcfg_TsensBsp.c,0,72,0,0,72,0,0
apps_proc/core/dal/framework/src/DALGlbCtxt.c,1022,53,24,64,1169,0,9
apps_proc/core/dal/framework/src/dal_asm_wrap.c,354,0,0,0,358,0,0
apps_proc/core/dal/framework/src/DALDevice.c,754,0,4,192,950,0,0
apps_proc/core/dal/framework/src/dalfwkbase.c,526,0,0,0,526,0,0
apps_proc/core/dal/framework/build/apps_proc/cortex-a7/ACENAAKZ/dal_asm_rvct.o.i,24,0,0,0,24,0,0
apps_proc/core/dal/framework/build/apps_proc/cortex-a7/ACENAAKZ/DalModDir.c,0,0,524,0,524,0,0
apps_proc/core/qmesa/src/qmesa.c,40,0,0,1512,1552,0,0
apps_proc/core/securemsm/QCBOR/UsefulBuf/src/UsefulBuf.c,494,0,0,0,494,0,0
apps_proc/core/securemsm/QCBOR/qcbor/src/qcbor_decode.c,1584,0,0,0,1588,0,0
apps_proc/core/securemsm/QCBOR/qcbor/src/qcbor_encode.c,1728,0,0,0,1728,0,0
apps_proc/core/securemsm/qseecom/driver/src/qseecom.c,12258,9772,0,2080,24110,0,386
apps_proc/core/securemsm/qseecom/listeners/src/listeners.c,54,0,0,0,58,0,0
apps_proc/core/securemsm/qseecom/listeners/src/tzservices/fs/fs.c,9676,12401,20,24576,46679,0,0
apps_proc/core/securemsm/qseecom/listeners/src/QSEEComAPI.c,756,1461,4,4096,6323,0,48
apps_proc/core/securemsm/qtee_invoke/driver/src/qtee_invoke_driver.c,3276,2305,0,0,5587,0,0
apps_proc/core/securemsm/qtee_invoke/driver/src/qtee_invoke_cred.c,212,63,0,0,277,0,2
apps_proc/core/securemsm/qtee_invoke/proxy/src/QTEEInvoke.c,1176,876,0,0,2052,0,0
apps_proc/core/securemsm/qtee_log_driver/src/qtee_log_driver.c,618,674,16,2012,3324,0,24
apps_proc/core/securemsm/qwes/daemon/threadx/src/server_driver.c,214,256,0,0,470,0,0
apps_proc/core/securemsm/qwes/daemon/threadx/src/qwes_daemon_tx.c,454,263,16,64,799,0,8
apps_proc/core/securemsm/qwes/daemon/common/src/qwes_daemon_http.c,8136,5496,0,1144,14776,0,0
apps_proc/core/securemsm/qwes/daemon/common/src/qmi_qteels_ser.c,1240,647,8,136,2033,0,0
apps_proc/core/securemsm/qwes/daemon/common/src/qwes_daemon_expiration.c,1444,897,4,0,2351,0,28
apps_proc/core/securemsm/qwes/daemon/common/src/qwes_daemon_service.c,3214,827,0,0,4047,0,0
apps_proc/core/securemsm/qwes/daemon/common/src/QTEE_license_service_v01.c,20,188,56,0,272,0,0
apps_proc/core/securemsm/qwes/daemon/common/src/qwes_token.c,230,53,0,0,289,0,0
apps_proc/core/securemsm/qwes/common/src/qwes_config.c,972,0,0,0,972,0,0
apps_proc/core/securemsm/qwes/common/src/ta_util.c,422,378,0,0,804,0,16
apps_proc/core/securemsm/qwes/common/src/ta_sync.c,44,46,0,64,158,0,2
apps_proc/core/securemsm/qwes/common/src/haven_util.c,1630,240,0,0,1870,0,0
apps_proc/core/securemsm/qwes/common/src/qwes_client_env.c,458,278,20,0,760,0,0
apps_proc/core/securemsm/qwes/common/src/qwes_vector.c,212,70,0,0,286,0,2
apps_proc/core/securemsm/qwes/common/src/http_util.c,336,244,0,0,580,0,10
apps_proc/core/securemsm/qwes/os_abstraction/threadx/src/qwes_thread_utils_qurt.c,606,193,0,0,805,0,6
apps_proc/core/securemsm/qwes/os_abstraction/threadx/src/qwes_file.c,688,459,0,0,1149,0,18
apps_proc/core/securemsm/qwes/os_abstraction/threadx/src/qwes_memory.c,42,0,0,0,42,0,0
apps_proc/core/securemsm/qwes/os_abstraction/threadx/src/qwes_log.c,2,0,0,0,2,0,0
apps_proc/core/securemsm/qwes/os_abstraction/threadx/src/qwes_psm_tx.c,178,90,0,0,272,0,4
apps_proc/core/securemsm/qwes/os_abstraction/threadx/src/client_env.c,432,333,8,0,779,0,0
apps_proc/core/securemsm/qwes/os_abstraction/threadx/src/http.c,1482,725,0,0,2217,0,28
apps_proc/core/securemsm/qwes/os_abstraction/threadx/src/qwes_netctrl.c,1350,1589,0,20,2965,0,70
apps_proc/core/securemsm/qwes/os_abstraction/threadx/src/qwes_ssl.c,374,259,0,0,635,0,12
apps_proc/core/securemsm/qwes/os_abstraction/threadx/src/qwes_service.c,270,130,8,0,412,0,0
apps_proc/core/securemsm/qwes/agent/common/src/qwes.c,1634,439,0,0,2075,0,0
apps_proc/core/securemsm/driver_object/src/driver_object.c,938,0,4,72,1014,0,0
apps_proc/core/securemsm/qwes_internal/crypto_test_app/src/crypto_kernel_mode_tests.c,19126,5493,0,0,24625,0,0
apps_proc/core/securemsm/cryptodrivers/ce/shared/src/CeML_Apss.c,624,8,80,104,816,0,0
apps_proc/location/api/src/qapi_location.cpp,10838,58,60,88,11072,0,210
apps_proc/location/api/src/location_module_manager.c,928,0,0,0,928,0,1
apps_proc/location/api/src/LocationAPI.cpp,9930,774,8,536,11290,0,132
apps_proc/location/wifipositioning/embedded-lib/.submodules/tiny-AES128-C/aes.c,2050,523,0,0,2579,0,0
apps_proc/location/wifipositioning/embedded-lib/.submodules/nanopb/pb_decode.c,3760,0,0,0,3760,0,0
apps_proc/location/wifipositioning/embedded-lib/.submodules/nanopb/pb_encode.c,2560,0,0,0,2560,0,0
apps_proc/location/wifipositioning/embedded-lib/.submodules/nanopb/pb_common.c,616,0,0,0,620,0,0
apps_proc/location/wifipositioning/embedded-lib/libel/utilities.c,8140,271,0,0,8421,0,0
apps_proc/location/wifipositioning/embedded-lib/libel/libel.c,7342,548,20,928,8842,0,0
apps_proc/location/wifipositioning/embedded-lib/libel/beacons.c,6822,302,0,0,7130,0,0
apps_proc/location/wifipositioning/embedded-lib/libel/crc32.c,44,0,0,0,44,0,0
apps_proc/location/wifipositioning/embedded-lib/libel/protocol/proto.c,2536,0,20,0,2556,0,0
apps_proc/location/wifipositioning/embedded-lib/libel/protocol/el.pb.c,0,908,92,0,1052,0,0
apps_proc/location/wifipositioning/positioningEngine/src/WifiPositioningEngine.cpp,13526,6021,68,0,19699,0,273
apps_proc/location/wifipositioning/positioningEngine/src/WifiPositioningIzatAdapter.cpp,710,907,0,0,1639,0,13
apps_proc/location/wifipositioning/positioningEngine/src/WifiPositioningTimer.cpp,272,256,0,0,540,0,10
apps_proc/location/gtpwwan/src/GtpProtocolUtil.cpp,736,0,2,0,746,0,4
apps_proc/location/gtpwwan/src/GtpWwanDataRequest.cpp,2386,545,16,0,2973,0,53
apps_proc/location/gtpwwan/src/GtpProtocol.cpp,14670,57,0,0,14765,0,79
apps_proc/location/gtpwwan/src/GtpWwanTimer.cpp,272,184,0,0,474,0,10
apps_proc/location/gtpwwan/src/CSManager.cpp,18844,793,0,0,19681,0,147
apps_proc/location/gtpwwan/src/GtpWwanClient.cpp,3096,1433,4,0,4547,0,59
apps_proc/location/gtpwwan/src/GtpWwanIzatAdapter.cpp,1054,547,1,0,1634,0,20
apps_proc/location/gtpwwan/src/GtpWwanConfig.cpp,762,110,0,0,880,0,5
apps_proc/location/gtpwwan/src/GtpWwanNvItems.cpp,1016,124,0,0,1140,0,18
apps_proc/location/flp/src/FlpLocationAdapter.cpp,44272,5378,0,0,49782,0,136
apps_proc/location/flp/src/FlpSlimClient.cpp,904,112,0,0,1020,0,42
apps_proc/location/flp/src/FlpTimer.cpp,314,130,0,0,452,0,6
apps_proc/location/utils/src/pthread_loc.c,222,0,0,128,350,0,0
apps_proc/location/utils/src/msg_q.c,712,0,0,0,712,0,23
apps_proc/location/utils/src/linked_list.c,514,0,0,0,514,0,14
apps_proc/location/utils/src/loc_misc_utils.cpp,1768,389,0,0,2177,0,33
apps_proc/location/utils/src/MsgTask.cpp,470,122,0,0,606,0,10
apps_proc/location/utils/src/loc_log.cpp,172,1801,16,120,2115,0,0
apps_proc/location/utils/src/loc_cfg.cpp,846,686,8,0,1544,0,30
apps_proc/location/utils/src/LocTimer.cpp,304,114,8,0,430,0,7
apps_proc/location/utils/src/loc_nmea.cpp,8014,73,0,0,8105,0,42
apps_proc/location/utils/src/LocUtilTimer.cpp,272,272,0,0,562,0,10
apps_proc/location/utils/src/LocThread.cpp,654,35,0,0,705,0,13
apps_proc/location/slim/qmislim/qmiclient/src/qmislim_qmi_client.c,4706,0,0,0,4706,0,40
apps_proc/location/slim/qmislim/common/src/qmislim_common.c,32,0,0,0,32,0,0
