Module,TXT,RO,DATA,BSS,TOTAL,FatalCount,F3Count
apps_proc/core/systemdrivers/vcs/src/VCSRails.c,654,91,0,0,747,0,8
apps_proc/core/systemdrivers/vcs/hw/mdm9205/apcs/src/VCSAPCS.c,46,0,20,0,66,0,0
apps_proc/core/systemdrivers/vcs/build/apps_proc/cortex-a7/ACENAAKZ/9205_xml/mdm9205/9205_devcfg_VCSBSP.c,0,146,164,0,364,0,0
apps_proc/core/systemdrivers/hal/gpioint/src/HALgpioint.c,872,0,8,1564,2444,0,0
apps_proc/core/systemdrivers/hal/gpioint/hw/mdm9205/HALgpiointPlatform.c,260,0,0,0,260,0,0
apps_proc/core/systemdrivers/hal/clk/src/HALclk.c,1810,0,0,316,2126,0,0
apps_proc/core/systemdrivers/hal/clk/hw/mdm9205/src/HALclkTest.c,320,0,0,0,320,0,0
apps_proc/core/systemdrivers/hal/clk/hw/mdm9205/src/HALclkMain.c,68,0,100,0,168,0,0
apps_proc/core/systemdrivers/hal/clk/hw/mdm9205/src/apcs/HALclkAPCSMain.c,24,0,12,0,36,0,0
apps_proc/core/systemdrivers/hal/clk/hw/mdm9205/src/apcs/HALclkSPARROWCLK.c,8,0,184,0,192,0,0
apps_proc/core/systemdrivers/hal/clk/hw/mdm9205/src/gcc/HALclkGCCMain.c,24,0,212,0,236,0,0
apps_proc/core/systemdrivers/hal/clk/hw/mdm9205/src/gcc/HALclkBLSP1QUP1.c,0,56,96,0,152,0,0
apps_proc/core/systemdrivers/hal/clk/hw/mdm9205/src/gcc/HALclkBLSP1QUP2.c,0,56,96,0,152,0,0
apps_proc/core/systemdrivers/hal/clk/hw/mdm9205/src/gcc/HALclkBLSP1QUP3.c,0,56,96,0,152,0,0
apps_proc/core/systemdrivers/hal/clk/hw/mdm9205/src/gcc/HALclkBLSP1QUP4.c,0,56,96,0,152,0,0
apps_proc/core/systemdrivers/hal/clk/hw/mdm9205/src/gcc/HALclkBLSP1UART1.c,0,25,48,0,79,0,0
apps_proc/core/systemdrivers/hal/clk/hw/mdm9205/src/gcc/HALclkBLSP1UART2.c,0,25,48,0,79,0,0
apps_proc/core/systemdrivers/hal/clk/hw/mdm9205/src/gcc/HALclkBLSP1UART3.c,0,25,48,0,79,0,0
apps_proc/core/systemdrivers/hal/clk/hw/mdm9205/src/gcc/HALclkBLSP1UART4.c,0,25,48,0,79,0,0
apps_proc/core/systemdrivers/hal/clk/hw/mdm9205/src/gcc/HALclkCRYPTO.c,0,15,48,0,65,0,0
apps_proc/core/systemdrivers/hal/clk/hw/mdm9205/src/gcc/HALclkECC.c,0,17,48,0,71,0,0
apps_proc/core/systemdrivers/hal/clk/hw/mdm9205/src/gcc/HALclkGCC.c,0,120,236,0,364,0,0
apps_proc/core/systemdrivers/hal/clk/hw/mdm9205/src/gcc/HALclkGP1.c,0,12,48,0,60,0,0
apps_proc/core/systemdrivers/hal/clk/hw/mdm9205/src/gcc/HALclkGP2.c,0,12,48,0,60,0,0
apps_proc/core/systemdrivers/hal/clk/hw/mdm9205/src/gcc/HALclkGP3.c,0,12,48,0,60,0,0
apps_proc/core/systemdrivers/hal/clk/hw/mdm9205/src/gcc/HALclkPCNOC.c,0,111,216,0,329,0,0
apps_proc/core/systemdrivers/hal/clk/hw/mdm9205/src/gcc/HALclkPDM.c,0,13,48,0,67,0,0
apps_proc/core/systemdrivers/hal/clk/hw/mdm9205/src/gcc/HALclkPRNG.c,0,17,48,0,71,0,0
apps_proc/core/systemdrivers/hal/clk/hw/mdm9205/src/gcc/HALclkUSBHS.c,0,42,76,0,122,0,0
apps_proc/core/systemdrivers/hal/clk/hw/mdm9205/src/gcc/HALclkSPMI.c,0,0,96,0,96,0,0
apps_proc/core/systemdrivers/hal/clk/hw/v1/HALclkGenericPLL.c,34,0,0,0,34,0,0
apps_proc/core/systemdrivers/hal/clk/hw/v1/HALclkStromerPLL.c,1452,0,72,0,1524,0,0
apps_proc/core/systemdrivers/hal/clk/hw/v1/HALclkGeneric.c,718,0,128,0,846,0,0
apps_proc/core/systemdrivers/hal/qgic/src/HALqgic.c,1294,0,16,0,1310,0,0
apps_proc/core/systemdrivers/hal/qgic/src/HALqgicStateStub.c,4,0,0,0,4,0,0
apps_proc/core/systemdrivers/chippower/src/DalChipPower.c,390,87,132,28,647,0,1
apps_proc/core/systemdrivers/chippower/src/DalChipPowerMaster.c,88,0,0,0,88,0,0
apps_proc/core/systemdrivers/hwio/src/DalHWIOFwk.c,186,64,132,28,410,0,0
apps_proc/core/systemdrivers/hwio/src/DalHWIO.c,198,30,0,0,236,0,2
apps_proc/core/systemdrivers/hwio/src/DalHWIOMap.c,828,66,0,0,898,0,0
apps_proc/core/systemdrivers/hwio/build/apps_proc/cortex-a7/ACENAAKZ/9205_xml/mdm9205/9205_devcfg_HWIOBaseMap.c,0,6633,5040,24,11975,0,0
apps_proc/core/systemdrivers/platforminfo/src/PlatformInfoFwk.c,180,68,144,28,420,0,0
apps_proc/core/systemdrivers/platforminfo/src/PlatformInfo.c,214,0,0,0,214,0,0
apps_proc/core/systemdrivers/InterruptController/src/DALInterruptControllerFwk.c,240,112,116,2080,2548,0,0
apps_proc/core/systemdrivers/InterruptController/src/l4_qgic/DALInterruptController.c,2882,885,4,0,3777,0,6
apps_proc/core/systemdrivers/InterruptController/src/DALInterruptControllerInfo.c,0,12,4,0,16,0,0
apps_proc/core/systemdrivers/InterruptController/build/apps_proc/cortex-a7/ACENAAKZ/9205_xml/9205/9205_devcfg_InterruptConfigData.c,0,2913,1740,0,4659,0,0
apps_proc/core/systemdrivers/chipinfo/src/DalChipInfoFwk.c,188,64,168,28,448,0,0
apps_proc/core/systemdrivers/chipinfo/src/DalChipInfo.c,124,0,0,0,124,0,0
apps_proc/core/systemdrivers/chipinfo/src/DalChipInfoLocal.c,854,40,24,0,918,0,0
apps_proc/core/systemdrivers/chipinfo/src/DalChipInfoInfo.c,0,12,4,0,16,0,0
apps_proc/core/systemdrivers/ipcint/src/DalIPCIntFwk.c,170,52,140,28,390,0,0
apps_proc/core/systemdrivers/ipcint/src/DalIPCInt.c,828,62,4,0,894,0,5
apps_proc/core/systemdrivers/ipcint/src/DalIPCIntInfo.c,0,12,4,0,16,0,0
apps_proc/core/debugtrace/tracer/src/tracer_list.c,324,0,0,0,324,0,0
apps_proc/core/debugtrace/tracer/src/tracer_tds.c,138,0,0,0,138,0,0
apps_proc/core/debugtrace/tracer/src/l4/tracer_portget.c,304,0,0,0,304,0,0
apps_proc/core/debugtrace/tracer/src/l4/tracer_mutex.c,0,0,0,64,64,0,0
apps_proc/core/debugtrace/tracer/src/tracer_stp.c,238,0,4,0,242,0,0
apps_proc/core/debugtrace/tracer/src/tracer_ost.c,244,0,0,0,244,0,0
apps_proc/core/debugtrace/tracer/src/tracer.c,860,0,12,0,872,0,0
apps_proc/core/debugtrace/tracer/src/tracer_portmgr.c,276,0,1,52,335,0,0
apps_proc/core/debugtrace/tracer/src/tracer_throttle.c,272,0,0,32,304,0,0
apps_proc/core/debugtrace/tracer/src/tracer_config.c,1768,16,9,64,1863,0,0
apps_proc/core/debugtrace/tracer/src/tracer_diag.c,714,24,20,0,758,0,0
apps_proc/core/debugtrace/tracer/src/tracer_cfgrpm_stub.c,4,0,0,0,4,0,0
apps_proc/core/debugtrace/tracer/src/tracer_test.c,50,0,0,0,54,0,0
apps_proc/core/debugtrace/tracer/src/tracer_test_api.c,240,0,0,0,240,0,0
apps_proc/core/debugtrace/control/src/qdss_trace_sink.c,910,0,0,0,910,0,0
apps_proc/core/debugtrace/control/src/qdss_control.c,1970,0,0,568,2538,0,0
apps_proc/core/debugtrace/control/src/qdss_bam.c,280,0,0,140,420,0,0
apps_proc/core/debugtrace/control/src/qdss_sio.c,600,0,0,0,600,0,0
apps_proc/core/debugtrace/control/src/qdss_etr.c,132,0,4,1024,1168,0,0
apps_proc/core/debugtrace/control/src/qdss_diag.c,966,36,40,0,1042,0,0
apps_proc/core/debugtrace/control/src/qdss_trace_buffer.c,516,0,0,0,516,0,0
apps_proc/core/debugtrace/control/src/qdss_tfunnel.c,454,0,8,0,462,0,0
apps_proc/core/debugtrace/control/src/qdss_tpda.c,200,0,0,0,200,0,0
apps_proc/core/debugtrace/control/src/qdss_tpdm.c,1356,0,0,0,1356,0,0
apps_proc/core/debugtrace/control/src/qdss_tmc.c,480,0,0,0,480,0,0
apps_proc/core/debugtrace/control/src/qdss_test.c,360,0,0,0,360,0,0
apps_proc/core/debugtrace/common/src/qdss_init.c,344,0,4,16,364,0,0
apps_proc/core/debugtrace/common/src/qdss_osal.c,40,0,0,0,40,0,0
apps_proc/core/debugtrace/common/src/qdss_fuse_check_dal.c,68,0,8,0,76,0,0
apps_proc/core/debugtrace/common/src/qdss_imem_dal.c,494,0,0,28,522,0,0
apps_proc/core/debugtrace/common/src/qdss_utils.c,192,0,0,0,192,0,0
apps_proc/core/debugtrace/common/src/qdss_dump.c,478,0,20,104,602,0,0
apps_proc/core/debugtrace/tlmm/hal/src/qdss_tlmm.c,338,0,100,40,478,0,0
apps_proc/core/debugtrace/agent/app/src/da_reader.c,1020,0,6175,0,7197,0,0
apps_proc/core/debugtrace/agent/app/src/da_main.c,538,0,0,39272,39810,0,0
apps_proc/core/debugtrace/agent/app/src/da_cmd_action.c,32,0,0,0,32,0,0
apps_proc/core/debugtrace/agent/app/src/da_cmd_cti.c,178,0,0,0,178,0,0
apps_proc/core/debugtrace/agent/app/src/da_cmd_ctrl.c,174,0,0,0,178,0,0
apps_proc/core/debugtrace/agent/app/src/da_cmd_etm.c,332,0,0,0,332,0,0
apps_proc/core/debugtrace/agent/app/src/da_cmd_hwe.c,144,0,0,0,144,0,0
apps_proc/core/debugtrace/agent/app/src/da_cmd_info.c,110,0,0,0,110,0,0
apps_proc/core/debugtrace/agent/app/src/da_cmd_swt.c,728,0,0,0,728,0,0
apps_proc/core/debugtrace/agent/app/src/da_cmd_ctrl_common.c,42,0,0,0,42,0,0
apps_proc/core/debugtrace/agent/app/src/da_cmd_qmi_misc.c,306,0,0,0,306,0,0
apps_proc/core/debugtrace/agent/app/src/da_cmd_qmi_rpm.c,212,0,4,0,216,0,0
apps_proc/core/debugtrace/agent/app/src/da_cmd_qmi_swt.c,618,0,0,0,622,0,0
apps_proc/core/debugtrace/agent/app/src/da_cmd_qmi_common.c,68,0,0,0,68,0,0
apps_proc/core/debugtrace/agent/parser/src/da_parser.c,1898,1092,0,0,2990,0,0
apps_proc/core/debugtrace/agent/parser/src/dapar_action.c,128,336,0,0,464,0,0
apps_proc/core/debugtrace/agent/parser/src/dapar_cti.c,634,1092,0,0,1726,0,0
apps_proc/core/debugtrace/agent/parser/src/dapar_etm.c,460,672,0,0,1132,0,0
apps_proc/core/debugtrace/agent/parser/src/dapar_hwe.c,472,1260,0,0,1732,0,0
apps_proc/core/debugtrace/agent/parser/src/dapar_info.c,566,1596,0,0,2162,0,0
apps_proc/core/debugtrace/agent/parser/src/dapar_odl.c,68,420,0,0,488,0,0
apps_proc/core/debugtrace/agent/parser/src/dapar_sink.c,252,1176,0,0,1428,0,0
apps_proc/core/debugtrace/agent/parser/src/dapar_stm.c,144,504,0,0,648,0,0
apps_proc/core/debugtrace/agent/parser/src/dapar_swt.c,2234,1344,0,0,3578,0,0
apps_proc/core/debugtrace/stm/dal/src/common/DalSTMTrace.c,1498,56,148,96,1798,0,0
apps_proc/core/debugtrace/stm/dal/src/common/DalSTMCfg.c,818,56,128,28,1030,0,0
apps_proc/core/debugtrace/stm/hal/src/halqdss_stm_config.c,1190,0,4,88,1282,0,0
apps_proc/core/debugtrace/qmi/ctrl_client/src/qdss_qmi_ctrl_client.c,256,0,0,128,384,0,0
apps_proc/core/debugtrace/cti/dal/src/DalCTI.c,1372,68,120,96,1656,0,0
apps_proc/core/debugtrace/cti/dal/build/apps_proc/cortex-a7/ACENAAKZ/9205_xml/9205/9205_devcfg_cti_config.c,0,820,0,0,820,0,0
apps_proc/core/debugtrace/cti/hal/src/halqdss_cti.c,220,0,4,0,224,0,0
apps_proc/core/debugtrace/hwevent/dal/src/DalHWEvent.c,1280,56,132,28,1496,0,0
apps_proc/core/debugtrace/hwevent/dal/build/apps_proc/cortex-a7/ACENAAKZ/9205_xml/9205/9205_devcfg_hwevent_config.c,0,76,0,0,76,0,0
apps_proc/core/debugtrace/tfunnel/dal/src/DalTFunnel.c,898,56,124,28,1106,0,0
apps_proc/core/debugtrace/tfunnel/dal/build/apps_proc/cortex-a7/ACENAAKZ/9205_xml/9205/9205_devcfg_tfunnel_config.c,0,0,132,0,132,0,0
apps_proc/core/debugtrace/tfunnel/hal/src/halqdss_tfunnel.c,640,0,12,0,652,0,0
apps_proc/core/debugtrace/tmc/dal/src/DalTMC.c,1474,96,136,28,1734,0,0
apps_proc/core/debugtrace/tmc/hal/src/halqdss_etfetb.c,322,0,4,0,326,0,0
apps_proc/core/debugtrace/tmc/hal/src/halqdss_etr.c,382,0,4,0,386,0,0
apps_proc/core/debugtrace/tpda/dal/src/DalTPDA.c,1334,60,136,28,1558,0,0
apps_proc/core/debugtrace/tpda/dal/build/apps_proc/cortex-a7/ACENAAKZ/9205_xml/9205/9205_devcfg_tpda_config.c,0,19,36,0,57,0,0
apps_proc/core/debugtrace/tpda/hal/src/hal_qdss_tpda.c,280,0,4,0,284,0,0
apps_proc/core/debugtrace/tpdm/dal/src/DalTPDM.c,1954,92,144,28,2218,0,0
apps_proc/core/debugtrace/tpdm/dal/build/apps_proc/cortex-a7/ACENAAKZ/9205_xml/9205/9205_devcfg_tpdm_config.c,0,4,20,0,24,0,0
apps_proc/core/debugtrace/tpdm/hal/src/halqdss_tpdm.c,952,0,4,0,956,0,0
apps_proc/core/debugtrace/csr/hal/src/halqdss_csr.c,442,0,4,0,446,0,0
apps_proc/core/debugtrace/replicator/hal/src/halqdss_replicator.c,50,0,4,0,54,0,0
apps_proc/core/buses/sio/src/amss/sio_wrapper.c,1392,294,0,64,1754,0,28
apps_proc/core/buses/sio/src/common/sio.c,2974,296,8,17536,20826,0,51
apps_proc/core/buses/uart/mdd/src/uart_init.c,326,62,0,0,392,0,5
apps_proc/core/buses/uart/mdd/src/uart_device_props.c,72,0,0,0,72,0,0
apps_proc/core/buses/uart/mdd/src/siors232_mdd.c,8874,75,4,3696,12651,0,53
apps_proc/core/buses/uart/mdd/src/siors232_mdd_ioctl.c,3798,41,0,0,3845,0,22
apps_proc/core/buses/uart/mdd/src/uart_circ_buffer.c,464,0,0,0,464,0,0
apps_proc/core/buses/uart/mdd/src/uart_compat.c,584,0,0,0,584,0,4
apps_proc/core/buses/uart/mdd/src/uart_debug.c,654,0,1,0,655,0,7
apps_proc/core/buses/uart/mdd/src/uart_event_queue.c,360,0,0,0,360,0,0
apps_proc/core/buses/uart/mdd/src/siors232_mdd_data.c,482,0,0,0,486,0,0
apps_proc/core/buses/uart/mdd/src/uart_log.c,902,0,1,4136,5043,0,0
apps_proc/core/buses/uart/mdd/src/qapi_uart_dam.c,416,0,1,80,503,0,0
apps_proc/core/buses/uart/mdd/src/qapi_uart.c,3740,0,16,28,3784,0,20
apps_proc/core/buses/uart/dal/src/DalUartDma.c,2002,0,0,0,2006,0,0
apps_proc/core/buses/uart/dal/src/DalUart.c,13152,444,0,0,13596,0,0
apps_proc/core/buses/uart/tal/src/tal_clock.c,1026,0,0,0,1026,0,0
apps_proc/core/buses/uart/tal/src/tal_tlmm.c,594,0,0,0,594,0,0
apps_proc/core/buses/uart/tal/src/tal_interrupt.c,1682,0,0,0,1682,0,0
apps_proc/core/buses/uart/tal/src/tal_dma_bam.c,1022,0,0,0,1022,0,0
apps_proc/core/buses/uart/tal/src/tal_os.c,544,12,124,0,680,0,0
apps_proc/core/buses/uart/hal/src/HALuart_bam.c,2742,256,0,0,3002,0,0
apps_proc/core/buses/spmi/src/platform/os/tn/SpmiOsImage.c,466,138,16,0,624,0,0
apps_proc/core/buses/spmi/src/platform/os/tn/SpmiFetcherCfg.c,206,194,0,0,404,0,0
apps_proc/core/buses/spmi/src/platform/os/tn/SpmiOs.c,248,0,12,0,260,0,0
apps_proc/core/buses/spmi/src/platform/os/tn/SpmiOsLogs.c,0,0,4,0,4,0,0
apps_proc/core/buses/spmi/src/platform/DDISpmi.c,1980,1673,196,0,3855,0,0
apps_proc/core/buses/spmi/src/core/SpmiBus.c,2596,164,1,768,3535,0,0
apps_proc/core/buses/spmi/src/core/hal/bear/PmicArb.c,1294,0,0,0,1294,0,0
apps_proc/core/buses/spmi/src/core/hal/SpmiHal.c,4,0,0,0,4,0,0
apps_proc/core/buses/spmi/build/apps_proc/cortex-a7/ACENAAKZ/9205_xml/9205/9205_devcfg_SpmiBlock.c,0,49,92,768,915,0,0
apps_proc/core/buses/i2c/src/dev/I2cDeviceQup.c,9900,1100,4,0,11004,0,0
apps_proc/core/buses/i2c/src/dev/I2cSys.c,494,0,0,0,494,0,0
apps_proc/core/buses/i2c/src/dev/I2cPlatSvc.c,3228,0,8,0,3236,0,0
apps_proc/core/buses/i2c/src/drv/I2cDriverDalFwk.c,428,60,4,0,492,0,0
apps_proc/core/buses/i2c/src/drv/qapi_i2c_dam.c,398,0,1,128,533,0,0
apps_proc/core/buses/i2c/src/drv/I2cDriver.c,2668,0,4,0,2672,0,0
apps_proc/core/buses/i2c/src/drv/qapi_i2c_master.c,732,0,0,0,732,0,0
apps_proc/core/buses/i2c/src/drv/I2cDriverDalInfo.c,0,16,48,0,64,0,0
apps_proc/core/buses/i2c/src/logs/I2cUlog.c,768,8,16,0,792,0,0
apps_proc/core/buses/rdevmap/src/rdevmap.c,18538,2113,36,11888,32581,0,197
apps_proc/core/buses/spi/src/logs/SpiUlog.c,56,0,16,0,72,0,0
apps_proc/core/buses/spi/src/driver/DalSpiFwk.c,512,80,4,0,596,0,0
apps_proc/core/buses/spi/src/driver/qapi_spi_dam.c,460,0,1,128,595,0,0
apps_proc/core/buses/spi/src/driver/DalSpi.c,3314,311,0,0,3627,0,0
apps_proc/core/buses/spi/src/driver/qapi_spi_master.c,740,0,4,0,744,0,0
apps_proc/core/buses/spi/src/driver/DalSpiInfo.c,0,12,48,0,60,0,0
apps_proc/core/buses/spi/src/device/SpiDeviceOsSvc.c,874,0,0,52,926,0,0
apps_proc/core/buses/spi/src/device/SpiDalProps.c,1728,0,24,0,1752,0,0
apps_proc/core/buses/spi/src/device/SpiDevice.c,5950,67,0,0,6019,0,0
apps_proc/core/buses/spi/src/device/SpiDevicePlatSvc.c,2008,0,56,0,2064,0,0
apps_proc/core/buses/spi/src/device/SpiDeviceBam.c,2010,340,0,0,2350,0,0
apps_proc/core/buses/spi/src/device/SpiDeviceTransfer.c,1202,0,0,0,1202,0,0
apps_proc/core/buses/qup/src/hal/HALTcsrIntSel.c,40,0,0,0,40,0,0
apps_proc/core/buses/qup/src/hal/HALqupe.c,1686,0,0,0,1686,0,0
apps_proc/core/buses/qup/src/hal/HALqupeI2c.c,664,0,0,0,664,0,0
apps_proc/core/buses/qup/src/hal/HALqupeSpi.c,490,0,0,0,494,0,0
apps_proc/core/buses/qup/src/hal/HalQupeSpiBam.c,832,0,0,0,832,0,0
apps_proc/core/storage/efs/src/fs_lib.c,3882,149,0,24,4061,0,18
apps_proc/core/storage/efs/src/fs_cookie.c,748,102,0,28,878,0,9
apps_proc/core/storage/efs/src/fs_desc.c,202,0,4,280,494,0,0
apps_proc/core/storage/efs/src/fs_estdio.c,2638,42,4,3648,6332,0,3
apps_proc/core/storage/efs/src/fs_ftl.c,4,0,0,0,4,0,0
apps_proc/core/storage/efs/src/fs_golden_copy.c,694,117,0,40,857,0,11
apps_proc/core/storage/efs/src/fs_golden_copy_files_list.c,58,244,28,0,330,0,2
apps_proc/core/storage/efs/src/fs_namei.c,582,31,0,256,873,0,2
apps_proc/core/storage/efs/src/fs_nodev.c,92,32,0,304,428,0,0
apps_proc/core/storage/efs/src/fs_privatedir.c,104,0,12,0,116,0,0
apps_proc/core/storage/efs/src/fs_profile.c,562,123,8,0,699,0,11
apps_proc/core/storage/efs/src/fs_romfs.c,2,0,0,0,6,0,0
apps_proc/core/storage/efs/src/fs_sync.c,262,20,1,64,361,0,2
apps_proc/core/storage/efs/src/fs_timings.c,16,0,0,12,28,0,0
apps_proc/core/storage/efs/src/fs_benchmark.c,16,0,0,0,16,0,0
apps_proc/core/storage/efs/src/fs_counters.c,824,54,28,444,1356,0,4
apps_proc/core/storage/efs/src/fs_mount.c,536,31,16,720,1303,0,8
apps_proc/core/storage/efs/src/fs_rollback.c,1442,17,4,0,1469,0,0
apps_proc/core/storage/efs/src/fs_stdio.c,2312,59,8,64,2445,0,0
apps_proc/core/storage/efs/src/fs_timetick.c,180,0,4,0,184,0,4
apps_proc/core/storage/efs/src/fs_vnode.c,1554,313,4,5600,7475,0,7
apps_proc/core/storage/efs/src/fs_api_counters.c,460,88,0,544,1096,0,7
apps_proc/core/storage/efs/src/fs_device_efs_flash.c,1262,82,0,240,1588,0,6
apps_proc/core/storage/efs/src/fs_diag_access.c,368,0,4,694,1070,0,0
apps_proc/core/storage/efs/src/fs_diag_golden_copy_handler.c,68,0,0,0,68,0,0
apps_proc/core/storage/efs/src/fs_efs2_names.c,1500,147,8,504,2165,0,13
apps_proc/core/storage/efs/src/fs_factory.c,2928,203,12,460,3607,0,25
apps_proc/core/storage/efs/src/fs_inode.c,62,0,0,0,66,0,0
apps_proc/core/storage/efs/src/fs_pm.c,11146,548,52,460,12212,0,56
apps_proc/core/storage/efs/src/fs_profile_config.c,26,0,6,0,32,0,0
apps_proc/core/storage/efs/src/fs_profile_extensive.c,1830,233,1,1152,3220,0,21
apps_proc/core/storage/efs/src/fs_realpath.c,934,0,0,560,1494,0,0
apps_proc/core/storage/efs/src/fs_pm_super.c,1906,134,4,0,2044,0,13
apps_proc/core/storage/efs/src/fs_util.c,1482,190,0,0,1676,0,12
apps_proc/core/storage/efs/src/fs_buffer.c,5930,362,0,920,7218,0,35
apps_proc/core/storage/efs/src/fs_db.c,4742,278,0,0,5020,0,29
apps_proc/core/storage/efs/src/fs_flash_dal_shim.c,1922,80,8,912,10330,0,6
apps_proc/core/storage/efs/src/fs_pm_ptable_nand.c,2910,180,4,0,3094,0,16
apps_proc/core/storage/efs/src/fs_malloc.c,188,52,0,121344,121588,0,4
apps_proc/core/storage/efs/src/fs_upgrade.c,134,43,8,0,191,0,3
apps_proc/core/storage/efs/src/fs_logr.c,1182,130,0,0,1324,0,12
apps_proc/core/storage/efs/src/fs_journal.c,2864,73,0,0,2943,0,6
apps_proc/core/storage/efs/src/fs_pm_gc.c,2134,171,0,0,2307,0,16
apps_proc/core/storage/efs/src/fs_pm_log.c,2092,162,8,0,2266,0,15
apps_proc/core/storage/efs/src/fs_task.c,298,20,8,64,394,0,8
apps_proc/core/storage/efs/src/fs_efs2.c,12688,528,25,69796,83231,0,51
apps_proc/core/storage/efs/src/fs_diag.c,17684,724,68,24713,43203,0,24
apps_proc/core/storage/efs/src/fs_osal_qurt.c,824,285,4,0,1115,0,27
apps_proc/core/storage/efs/src/fs_device.c,1274,92,0,0,1370,0,8
apps_proc/core/storage/efs/src/fs_global_lock.c,68,0,1,64,139,0,0
apps_proc/core/storage/efs/src/fs_public.c,11674,531,40,2852,15109,0,63
apps_proc/core/storage/efs/src/fs_errno.c,8,0,0,0,8,0,0
apps_proc/core/storage/efs/src/fs_flash_usage_stats.c,108,0,0,0,108,0,0
apps_proc/core/storage/efs/src/fs_pathbuff.c,0,0,0,2176,2176,0,0
apps_proc/core/storage/flash/src/dal/flash_ops_setup.c,8,0,0,0,8,0,0
apps_proc/core/storage/flash/src/dal/flash_dal_fwk.c,840,112,496,0,1448,0,0
apps_proc/core/storage/flash/src/dal/flash_dal.c,160,0,0,0,160,0,0
apps_proc/core/storage/flash/src/dal/flash_properties.c,108,0,28,0,136,0,0
apps_proc/core/storage/flash/src/dal/flash_nand_entry.c,1688,29,1,232,1958,0,1
apps_proc/core/storage/flash/src/dal/flash_dal_config.c,216,39,8,0,265,0,2
apps_proc/core/storage/flash/src/dal/flash_dal_util.c,538,0,0,48,586,0,0
apps_proc/core/storage/flash/src/dal/flash_nand_core.c,2514,48,0,84,2650,0,3
apps_proc/core/storage/flash/src/dal/flash_nand_init.c,1686,0,16,0,1702,0,0
apps_proc/core/storage/flash/src/dal/flash_nand_partition.c,1404,0,8,48,1468,0,0
apps_proc/core/storage/flash/src/dal/flash_dal_nand_default.c,4,0,0,0,4,0,0
apps_proc/core/storage/flash/src/dal/flash_clocks.c,268,0,20,128,416,0,0
apps_proc/core/storage/flash/src/dal/flash_onfi.c,752,0,100,0,852,0,0
apps_proc/core/storage/flash/src/dal/flash_decode_nandids.c,640,0,44,0,684,0,0
apps_proc/core/storage/flash/src/dal/flash_nand_config.c,6,0,396,0,402,0,0
apps_proc/core/storage/flash/src/dal/flash_otp_config.c,24,0,444,0,476,0,0
apps_proc/core/storage/flash/src/dal/flash_dal_info.c,0,12,8,0,20,0,0
apps_proc/core/storage/flash/src/hal/flash_hal_properties.c,236,0,0,20,256,0,0
apps_proc/core/storage/flash/src/hal/flash_hal_main.c,1410,0,8,308,1726,0,0
apps_proc/core/storage/flash/src/hal/flash_hal_nand_main.c,894,0,4,7120,8018,0,0
apps_proc/core/storage/flash/src/hal/flash_hal_common.c,234,0,5,36,281,0,0
apps_proc/core/storage/flash/src/hal/qpic/flash_hal_nandc_common.c,1494,360,112,0,1966,0,0
apps_proc/core/storage/flash/src/hal/qpic/flash_hal_nandc_predef_bam_core.c,644,0,0,0,644,0,0
apps_proc/core/storage/flash/src/hal/qpic/flash_hal_nandc_default.c,8,0,0,0,8,0,0
apps_proc/core/storage/flash/src/hal/qpic/flash_hal_nandc.c,3358,0,0,0,3358,0,0
apps_proc/core/storage/flash/src/hal/qpic/flash_hal_nandc_predef_bam_init.c,3600,0,0,576,4176,0,0
apps_proc/core/storage/flash/src/hal/qpic/flash_hal_nandc_predef_bam_exec.c,2358,0,0,0,2358,0,0
apps_proc/core/storage/flash/src/hal/qpic/flash_hal_nandc_predef_bam_pprocess.c,628,0,0,0,628,0,0
apps_proc/core/storage/flash/src/hal/flash_hal_reg_list.c,4,0,0,0,4,0,0
apps_proc/core/storage/flash/src/iface/flash_bam_wrapper.c,1106,90,40,160,1400,0,7
apps_proc/core/storage/ftl/src/flash_ftl_api.c,1550,0,4,12,1566,0,0
apps_proc/core/storage/ftl/src/flash_ftl_core.c,1794,0,0,0,1798,0,0
apps_proc/core/storage/ftl/src/flash_ftl_util.c,302,0,0,16,318,0,0
apps_proc/core/storage/ftl/src/flash_ftl_osal.c,24,0,0,64,88,0,0
apps_proc/core/storage/qapi_fs/src/qapi_fs.c,3382,0,0,40,3422,0,0
apps_proc/core/storage/qapi_ftl/src/qapi_ftl.c,128,0,0,0,128,0,0
apps_proc/core/wiredconnectivity/hsusb/driver/src/adapt_layers/hsu_al_ecm.c,12226,1830,12,9320,23394,0,89
apps_proc/core/wiredconnectivity/hsusb/driver/src/adapt_layers/hsu_al_dsm_utils.c,1782,277,12,2572,4645,0,19
apps_proc/core/wiredconnectivity/hsusb/driver/src/adapt_layers/hsu_al_mem.c,642,158,0,0,806,0,13
apps_proc/core/wiredconnectivity/hsusb/driver/src/adapt_layers/hsu_al_ser.c,9566,902,2,3168,13648,0,101
apps_proc/core/wiredconnectivity/hsusb/driver/src/adapt_layers/hsu_al_ser_acm.c,3710,685,0,16,4417,0,47
apps_proc/core/wiredconnectivity/hsusb/driver/src/adapt_layers/hsu_al_ser_obex.c,1800,386,0,64,2254,0,23
apps_proc/core/wiredconnectivity/hsusb/driver/src/adapt_layers/hsu_cdc_fd_api.c,164,85,0,0,255,0,0
